letter	djvu_line	raw	cleaned	doubtful	prev_word	next_word	line_is_cipher
P7	23320	2.	2.	no	127.	16.	yes
P7	23320	16.	16.	no	2.	83.	yes
P7	23320	83.	83.	no	16.	35.	yes
P7	23320	35.	35.	no	83.	7.	yes
P7	23320	7.	7.	no	35.	25.	yes
P7	23320	25.	25.	no	7.	29.	yes
P7	23320	29.	29.	no	25.	28.	yes
P7	23320	28.	28.	no	29.	36.	yes
P7	23320	36.	36.	no	28.		yes
P7	23321	36.	36.	no	37'	12.	yes
P7	23321	12.	12.	no	36.	28.	yes
P7	23321	28.	28.	no	12.	85.	yes
P7	23321	85.	85.	no	28.	7.	yes
P7	23321	7.	7.	no	85.	12.	yes
P7	23321	12.	12.	no	7.	3.	yes
P7	23321	3.	3.	no	12.	16.	yes
P7	23321	16.	16.	no	3.	35.	yes
P7	23321	35.	35.	no	16.	40.	yes
P7	23321	40.	40.	no	35.	23.	yes
P7	23321	23.	23.	no	40.	6.	yes
P7	23321	6.	6.	no	23.	2.	yes
P7	23321	2.	2.	no	6.		yes
P7	23323	4	4	no		In	no
P7	23326	279	279	no	kc.		no
P7	23333	20,	20,	no	March	1654.	no
P7	23337	28.	28.	no	any	42.	no
P7	23337	42.	42.	no	28.	35.	no
P7	23337	35.	35.	no	42.	25.	no
P7	23337	25.	25.	no	35.	12.	no
P7	23337	12.	12.	no	25.	62.	no
P7	23337	62.	62.	no	12.	parliament,	no
P7	23337	85.	85.	no	formerly	7.	no
P7	23337	7.	7.	no	85.	19,	no
P7	23337	19,	19,	no	7.	29.	no
P7	23337	29.	29.	no	19,	126.	no
P7	23337	126.	126.	no	29.		no
P7	23338	83.	83.	no		40.	no
P7	23338	40.	40.	no	83.	34.	no
P7	23338	34.	34.	no	40.	25.	no
P7	23338	25.	25.	no	34.	37.	no
P7	23338	37.	37.	no	25.	25.	no
P7	23338	25.	25.	no	37.	40.	no
P7	23338	40.	40.	no	25.	42.	no
P7	23338	42.	42.	no	40.	Whitehall,	no
P7	23339	23.	23.	no	35-	3°-	no
P7	23339	12.	12.	no	25-	19.	no
P7	23339	19.	19.	no	12.	41.	no
P7	23339	41.	41.	no	19.	16.	no
P7	23339	16.	16.	no	41.	23-	no
P7	23339	12.	12.	no	23-	s7-	no
P7	23339	22.	22.	no	30-	37.	no
P7	23339	37.	37.	no	22.	12.	no
P7	23339	12.	12.	no	37.	25.	no
P7	23339	25.	25.	no	12.	29.	no
P7	23339	29.	29.	no	25.	before	no
P7	23339	23.	23.	no	before		no
P7	23340	25.	25.	no		12.	yes
P7	23340	12.	12.	no	25.	33.	yes
P7	23340	33.	33.	no	12.	19.	yes
P7	23340	19.	19.	no	33.	36.	yes
P7	23340	36.	36.	no	19.	2.	yes
P7	23340	2.	2.	no	36.	30.	yes
P7	23340	30.	30.	no	2.	29.	yes
P7	23340	29.	29.	no	30.	25.	yes
P7	23340	25.	25.	no	29.	19.	yes
P7	23340	19.	19.	no	25.	39.	yes
P7	23340	39.	39.	no	19.	37.	yes
P7	23340	37.	37.	no	39.	6,	yes
P7	23340	6,	6,	no	37.	36.	yes
P7	23340	36.	36.	no	6,	40.	yes
P7	23340	40.	40.	no	36.	42.	yes
P7	23340	42.	42.	no	40.	12.	yes
P7	23340	12.	12.	no	42.	37.	yes
P7	23340	37.	37.	no	12.	159,	yes
P7	23340	159,	159,	no	37.	6.	yes
P7	23340	6.	6.	no	159,	36.	yes
P7	23340	36.	36.	no	6.	9.	yes
P7	23340	9.	9.	no	36.	36.	yes
P7	23340	36.	36.	no	9.	9.	yes
P7	23340	9.	9.	no	36.		yes
P7	23342	36.	36.	no		3.	no
P7	23342	3.	3.	no	36.	28.	no
P7	23342	28.	28.	no	3.	5.	no
P7	23342	5.	5.	no	28.	12.	no
P7	23342	12.	12.	no	5.	3.	no
P7	23342	3.	3.	no	12.	31.	no
P7	23342	31.	31.	no	3.	30.	no
P7	23342	30.	30.	no	31.	39-	no
P7	23343	19.	19.	no		41.	yes
P7	23343	41.	41.	no	19.	16.	yes
P7	23343	16.	16.	no	41.	30.	yes
P7	23343	30.	30.	no	16.	35.	yes
P7	23343	35.	35.	no	30.	I	yes
P7	23343	I	1	no	35.	am	yes
P7	23343	35.	35.	no	is	40.	yes
P7	23343	40.	40.	no	35.	18.	yes
P7	23343	18.	18.	no	40.	28.	yes
P7	23343	28.	28.	no	18.	12.	yes
P7	23343	12.	12.	no	28.	28.	yes
P7	23343	28.	28.	no	12.	41.	yes
P7	23343	41.	41.	no	28.	31.	yes
P7	23343	31.	31.	no	41.	40.	yes
P7	23343	40.	40.	no	31.	37.	yes
P7	23343	37.	37.	no	40.	5.	yes
P7	23343	5.	5.	no	37.	25.	yes
P7	23343	25.	25.	no	5.	36.	yes
P7	23343	36.	36.	no	25.	7.	yes
P7	23343	7.	7.	no	36.	6<.	yes
P7	23345	12.	12.	no	37-		no
