folio_line	pos_start	pos_end	status	source
f154-23	1	19	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-23	20	25	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-23	26	35	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-23	36	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-24	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-24	2	9	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-24	10	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-25	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-25	2	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-25	12	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-26	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-27	1	8	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-27	9	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-27	17	18	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-27	19	31	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-27	32	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-28	1	7	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-28	8	21	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f154-28	22	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-1	1	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-2	1	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-3	1	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-4	1	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-4	12	36	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-5	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-6	1	3	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-6	4	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-6	15	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-7	1	12	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-7	13	22	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-7	23	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-8	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-8	2	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-8	12	25	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-8	26	36	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-9	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-9	2	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-9	15	23	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-9	24	33	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-9	34	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-10	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-11	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-12	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-13	1	18	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-13	19	32	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-13	33	37	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-14	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-15	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-15	16	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-15	28	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-16	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-17	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-18	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-19	1	1	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-19	2	12	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-19	13	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-20	1	17	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-20	18	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-20	28	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-21	1	4	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-21	5	12	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-21	13	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-22	1	8	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-22	9	24	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-22	25	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-23	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-24	1	2	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-24	3	15	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-24	16	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-25	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-26	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-27	1	10	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-27	11	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-27	19	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-28	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-29	1	30	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-30	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-31	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-32	1	30	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f173-33	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-1	1	29	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-2	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-3	1	14	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-3	15	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-4	1	30	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-5	1	10	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-5	11	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-5	24	27	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-5	28	33	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-5	34	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-6	1	11	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-6	12	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-7	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-8	1	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-8	27	37	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-9	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-10	1	29	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-11	1	24	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-11	25	32	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-11	33	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-12	1	35	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-13	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-14	1	34	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-15	1	10	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-15	11	18	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-15	19	30	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-16	1	12	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-16	13	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-16	24	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-17	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-18	1	8	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-18	9	34	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-19	1	2	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-19	3	12	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-19	13	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-20	1	15	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-20	16	26	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-20	27	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-21	1	33	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-22	1	12	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-22	13	27	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-22	28	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-23	1	4	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-23	5	16	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-23	17	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-24	1	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-25	1	11	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-25	12	23	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-25	24	31	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f196-26	1	32	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f201-1	1	4	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f201-1	5	13	read	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
f201-1	14	26	unread	this job, sense-run rule (MINWORDS=3,MINLETTERS=10) on fr16 lettresdecatheri01, proxy for Bourdeau measure.py (his lm.pkl/corpus_words.txt gitignored, unavailable in the shallow clone)
